time,total_value_usd,total_value_krw,cash_usd,invested_usd,daily_pnl_usd,daily_return,cumulative_return,max_drawdown,open_positions,exchange_rate,trading_pnl
2026-07-17 22:11:53.335675+00,948.0500,,718.5300,229.5200,0.0000,0.000003,-0.051947,-5.051188,2,,-51.95
2026-07-19 22:00:27.580239+00,947.7400,,593.5000,354.2400,-0.3100,-0.000309,-0.052259,-5.051188,3,,-52.26
2026-07-20 12:30:30.363769+00,947.7400,,593.5000,354.2400,0.0000,0.000001,-0.052259,-5.051188,3,,-52.26
2026-07-20 14:22:15.256692+00,947.4000,,593.5000,353.9000,-0.3400,-0.000344,-0.052604,-5.051188,3,,-52.60
2026-07-20 14:24:23.633384+00,947.5500,,593.5000,354.0400,0.1500,0.000146,-0.052454,-5.051188,3,,-52.45
2026-07-20 14:30:04.764444+00,947.0100,,664.8800,282.1300,-0.5400,-0.000539,-0.052989,-5.051188,2,,-52.99
2026-07-20 16:00:03.603996+00,946.4400,,664.8800,281.5600,-0.5700,-0.000568,-0.053558,-5.051188,2,,-53.56
2026-07-20 17:00:26.533464+00,946.3500,,664.8800,281.4700,-0.0900,-0.000088,-0.053648,-5.051188,2,,-53.65
2026-07-20 18:00:03.607146+00,946.4100,,664.8800,281.5300,0.0600,0.000062,-0.053588,-5.051188,2,,-53.59
2026-07-20 20:30:03.716918+00,945.8900,,664.8800,281.0100,-0.5200,-0.000518,-0.054108,-5.051188,2,,-54.11
2026-07-20 22:00:32.482941+00,945.8900,,664.8800,281.0100,0.0000,0.000002,-0.054108,-5.051188,2,,-54.11
2026-07-21 12:30:27.013189+00,945.8900,,664.8800,281.0100,0.0000,0.000002,-0.054108,-5.051188,2,,-54.11
2026-07-21 14:30:03.562063+00,946.4500,,664.8800,281.5600,0.5600,0.000557,-0.053553,-5.051188,2,,-53.55
2026-07-21 16:00:03.543505+00,946.0300,,664.8800,281.1500,-0.4200,-0.000423,-0.053973,-5.051188,2,,-53.97
2026-07-21 17:00:26.768823+00,947.1800,,664.8800,282.3000,1.1500,0.001152,-0.052818,-5.051188,2,,-52.82
2026-07-21 18:00:03.610016+00,946.7400,,664.8800,281.8600,-0.4400,-0.000438,-0.053258,-5.051188,2,,-53.26
2026-07-21 20:30:03.532355+00,947.3600,,664.8800,282.4800,0.6200,0.000622,-0.052638,-5.051188,2,,-52.64
2026-07-21 22:00:34.781747+00,947.3600,,664.8800,282.4800,0.0000,0.000002,-0.052638,-5.051188,2,,-52.64
2026-07-22 12:30:26.614522+00,947.3600,,664.8800,282.4800,0.0000,0.000002,-0.052638,-5.051188,2,,-52.64
2026-07-22 14:30:03.586196+00,948.9800,,664.8800,284.1000,1.6200,0.001622,-0.051018,-5.051188,2,,-51.02
2026-07-22 16:00:03.647758+00,948.5000,,664.8800,283.6200,-0.4800,-0.000478,-0.051498,-5.051188,2,,-51.50
2026-07-22 17:00:26.52255+00,948.7100,,664.8800,283.8300,0.2100,0.000212,-0.051288,-5.051188,2,,-51.29
2026-07-22 18:00:03.502611+00,948.2800,,664.8800,283.4000,-0.4300,-0.000428,-0.051718,-5.051188,2,,-51.72
2026-07-22 20:18:53.193971+00,948.8500,,664.8800,283.9700,0.5700,0.000572,-0.051148,-5.051188,2,,-51.15
2026-07-22 20:30:03.580745+00,948.8500,,664.8800,283.9700,0.0000,0.000002,-0.051148,-5.051188,2,,-51.15
2026-07-22 22:00:32.441536+00,948.8500,,664.8800,283.9700,0.0000,0.000002,-0.051148,-5.051188,2,,-51.15
2026-07-23 12:17:43.682405+00,948.8500,,664.8800,283.9700,0.0000,0.000002,-0.051148,-5.051188,2,,-51.15
2026-07-23 12:30:26.540016+00,948.8500,,664.8800,283.9700,0.0000,0.000002,-0.051148,-5.051188,2,,-51.15
2026-07-23 14:30:03.59297+00,947.5100,,664.8800,282.6200,-1.3400,-0.001343,-0.052493,-5.051188,2,,-52.49
2026-07-23 14:38:22.934629+00,948.1800,,664.8800,283.3000,0.6700,0.000672,-0.051818,-5.051188,2,,-51.82
2026-07-23 14:39:54.072013+00,948.1300,,664.8800,283.2400,-0.0500,-0.000053,-0.051873,-5.051188,2,,-51.87
2026-07-23 16:00:03.672104+00,948.4100,,664.8800,283.5200,0.2800,0.000277,-0.051593,-5.051188,2,,-51.59
2026-07-23 17:00:27.181438+00,948.5100,,664.8800,283.6300,0.1000,0.000097,-0.051493,-5.051188,2,,-51.49
2026-07-23 18:00:03.507752+00,948.6100,,664.8800,283.7300,0.1000,0.000104,-0.051386,-5.051188,2,,-51.39
2026-07-23 19:49:37.597894+00,948.8100,,664.8800,283.9300,0.2000,0.000202,-0.051188,-5.051188,2,,-51.19
2026-07-23 19:50:23.041152+00,949.1600,,664.8800,284.2800,0.3500,0.000347,-0.050843,-5.051188,2,,-50.84
2026-07-23 20:30:03.574685+00,949.3300,,664.8800,284.4500,0.1700,0.000172,-0.050668,-5.051188,2,,-50.67
2026-07-23 20:46:21.230291+00,949.3300,,664.8800,284.4500,0.0000,0.000002,-0.050668,-5.051188,2,,-50.67
2026-07-23 20:55:19.383923+00,949.3300,,664.8800,284.4500,0.0000,0.000002,-0.050668,-5.051188,2,,-50.67
2026-07-23 20:56:02.557558+00,949.6100,,456.0000,493.6100,0.2800,0.000276,-0.050394,-5.051188,3,,-50.39
2026-07-23 22:00:33.650484+00,949.6100,,456.0000,493.6100,0.0000,-0.000004,-0.050394,-5.051188,3,,-50.39
2026-07-24 03:55:59.524045+00,949.6100,,456.0000,493.6100,0.0000,-0.000004,-0.050394,-5.051188,3,,-50.39
2026-07-24 12:30:26.767403+00,949.6100,,456.0000,493.6100,0.0000,-0.000004,-0.050394,-5.051188,3,,-50.39
2026-07-24 14:30:03.756479+00,952.3700,,456.0000,496.3700,2.7600,0.002756,-0.047634,-5.051188,3,,-47.63
2026-07-24 16:00:03.917459+00,954.8600,,456.0000,498.8700,2.4900,0.002491,-0.045139,-5.051188,3,,-45.14
2026-07-24 17:00:26.026543+00,954.8600,,456.0000,498.8700,0.0000,0.000001,-0.045139,-5.051188,3,,-45.14
2026-07-24 17:15:29.204105+00,954.8600,,456.0000,498.8700,0.0000,0.000001,-0.045139,-5.051188,3,,-45.14
2026-07-24 18:00:03.797462+00,952.9400,,456.0000,496.9400,-1.9200,-0.001924,-0.047064,-5.051188,3,,-47.06
2026-07-24 20:30:03.677462+00,953.3000,,456.0000,497.3000,0.3600,0.000356,-0.046704,-5.051188,3,,-46.70
2026-07-24 22:00:27.24402+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-24 22:30:36.391187+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-24 22:31:24.048278+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-24 23:39:53.448421+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-25 07:36:00.740047+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-25 09:51:13.713034+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-26 21:04:48.560343+00,953.3000,,456.0000,497.3000,0.0000,-0.000004,-0.046704,-5.051188,3,,-46.70
2026-07-26 22:00:28.26689+00,953.0300,,350.8900,602.1400,-0.2700,-0.000266,-0.046966,-5.051188,4,,-46.97
2026-07-27 01:30:10.747639+00,953.0300,,350.8900,602.1400,0.0000,0.000004,-0.046966,-5.051188,4,,-46.97
2026-07-27 07:37:43.247426+00,953.0300,,350.8900,602.1400,0.0000,0.000004,-0.046966,-5.051188,4,,-46.97
2026-07-27 07:38:22.040548+00,952.4300,,109.5800,842.8500,-0.6000,-0.000598,-0.047568,-5.051188,7,,-47.57
2026-07-27 12:30:37.911418+00,952.4300,,109.5800,842.8500,0.0000,0.000002,-0.047568,-5.051188,7,,-47.57
2026-07-27 12:56:59.967544+00,952.4300,,109.5800,842.8500,0.0000,0.000002,-0.047568,-5.051188,7,,-47.57
2026-07-27 14:00:16.365548+00,961.2000,,109.5800,851.6200,8.7700,0.008772,-0.038798,-5.051188,7,,-38.80
2026-07-27 14:16:51.542953+00,959.9000,,109.5800,850.3200,-1.3000,-0.001298,-0.040098,-5.051188,7,,-40.10
2026-07-27 14:21:57.056681+00,960.0200,,109.5800,850.4400,0.1200,0.000122,-0.039978,-5.051188,7,,-39.98
2026-07-27 14:30:05.340649+00,961.1200,,109.5800,851.5400,1.1000,0.001102,-0.038878,-5.051188,7,,-38.88
2026-07-27 16:00:05.141732+00,959.3300,,109.5800,849.7400,-1.7900,-0.001793,-0.040673,-5.051188,7,,-40.67
2026-07-27 17:00:33.334419+00,958.9200,,109.5800,849.3400,-0.4100,-0.000408,-0.041078,-5.051188,7,,-41.08
2026-07-27 18:00:07.050577+00,959.6500,,328.7700,630.8800,0.7300,0.000733,-0.040347,-5.051188,6,,-40.35
2026-07-27 20:21:59.575585+00,959.4800,,328.7700,630.7100,-0.1700,-0.000172,-0.040522,-5.051188,6,,-40.52
2026-07-27 20:30:05.029714+00,959.4800,,328.7700,630.7100,0.0000,-0.000002,-0.040522,-5.051188,6,,-40.52
2026-07-27 22:03:49.339147+00,959.4800,,328.7700,630.7100,0.0000,-0.000002,-0.040522,-5.051188,6,,-40.52
2026-07-27 22:12:03.99762+00,959.4800,,328.7700,630.7100,0.0000,-0.000002,-0.040522,-5.051188,6,,-40.52
2026-07-28 00:18:20.923817+00,958.9300,,109.8000,849.1300,-0.5500,-0.000548,-0.041068,-5.051188,7,,-41.07
2026-07-28 09:52:47.199692+00,958.6600,,2.4600,956.2000,-0.2700,-0.000266,-0.041336,-5.051188,8,,-41.34
2026-07-28 10:01:49.464506+00,958.6600,,2.4600,956.2000,0.0000,0.000004,-0.041336,-5.051188,8,,-41.34
2026-07-28 10:02:05.691971+00,958.6600,,2.4600,956.2000,0.0000,0.000004,-0.041336,-5.051188,8,,-41.34
2026-07-28 12:33:20.277453+00,958.6600,,2.4600,956.2000,0.0000,0.000004,-0.041336,-5.051188,8,,-41.34
2026-07-28 12:40:02.125096+00,958.6600,,2.4600,956.2000,0.0000,0.000004,-0.041336,-5.051188,8,,-41.34
2026-07-28 12:45:48.970947+00,1958.6600,,1002.4600,956.2000,0.0000,0.000002,-0.020668,-5.051188,8,,-41.34
2026-07-28 12:50:26.04022+00,1957.0900,,370.6500,1586.4400,-1.5700,-0.000786,-0.021456,-5.051188,13,,-42.91
2026-07-28 14:30:13.379816+00,1952.9000,,1150.0200,802.8800,-4.1900,-0.002095,-0.023550,-5.051188,8,,-47.10
2026-07-28 14:42:59.674151+00,1949.6700,,1150.0200,799.6500,-3.2300,-0.001616,-0.025166,-5.051188,8,,-50.33
2026-07-28 14:43:57.931931+00,1950.0500,,1150.0200,800.0300,0.3800,0.000190,-0.024975,-5.051188,8,,-49.95
2026-07-28 16:00:05.28239+00,1948.0500,,1150.0200,798.0300,-2.0000,-0.001000,-0.025975,-5.051188,8,,-51.95
2026-07-28 17:00:33.265031+00,1953.5600,,1150.0200,803.5500,5.5100,0.002755,-0.023220,-5.051188,8,,-46.44
2026-07-28 18:00:05.481135+00,1950.7400,,1150.0200,800.7200,-2.8200,-0.001412,-0.024632,-5.051188,8,,-49.26
2026-07-28 20:30:05.262053+00,1955.6600,,1150.0200,805.6400,4.9200,0.002458,-0.022172,-5.051188,8,,-44.34
2026-07-28 22:01:21.757966+00,1955.6600,,1150.0200,805.6400,0.0000,-0.000002,-0.022172,-5.051188,8,,-44.34
2026-07-28 22:11:28.259289+00,1955.6600,,1150.0200,805.6400,0.0000,-0.000002,-0.022172,-5.051188,8,,-44.34
2026-07-28 22:11:51.417256+00,1955.4300,,1060.4200,895.0100,-0.2300,-0.000114,-0.022284,-5.051188,9,,-44.57
2026-07-29 12:31:27.756594+00,1955.4300,,1060.4200,895.0100,0.0000,0.000001,-0.022284,-5.051188,9,,-44.57
2026-07-29 14:16:20.699913+00,1961.9700,,907.0000,1054.9700,6.5400,0.003272,-0.019013,-5.051188,10,,-38.03
2026-07-29 14:17:24.925474+00,1962.2800,,907.0000,1055.2800,0.3100,0.000155,-0.018860,-5.051188,10,,-37.72
2026-07-29 14:30:08.136598+00,1959.9300,,985.5300,974.4000,-2.3500,-0.001174,-0.020034,-5.051188,9,,-40.07
2026-07-29 14:36:14.035054+00,1959.0100,,985.5300,973.4900,-0.9200,-0.000459,-0.020494,-5.051188,9,,-40.99
2026-07-29 16:00:05.953395+00,1952.5000,,985.5300,966.9700,-6.5100,-0.003256,-0.023751,-5.051188,9,,-47.50
2026-07-29 17:01:43.364544+00,1953.3500,,985.5300,967.8200,0.8500,0.000424,-0.023326,-5.051188,9,,-46.65
2026-07-29 17:57:55.95699+00,1954.3300,,985.5300,968.8100,0.9800,0.000492,-0.022833,-5.051188,9,,-45.67
2026-07-29 17:58:33.557544+00,1953.5000,,919.7000,1033.8000,-0.8300,-0.000416,-0.023251,-5.051188,10,,-46.50
2026-07-29 18:00:06.224583+00,1955.8400,,919.7000,1036.1300,2.3400,0.001169,-0.022081,-5.051188,10,,-44.16
2026-07-29 20:30:05.984554+00,1943.5200,,919.7000,1023.8200,-12.3200,-0.006158,-0.028238,-5.051188,10,,-56.48
2026-07-29 22:01:41.431838+00,1943.5200,,919.7000,1023.8200,0.0000,0.000002,-0.028238,-5.051188,10,,-56.48
2026-07-29 22:07:03.532559+00,1943.5200,,919.7000,1023.8200,0.0000,0.000002,-0.028238,-5.051188,10,,-56.48
2026-07-29 22:07:36.504865+00,1943.0400,,727.3600,1215.6800,-0.4800,-0.000238,-0.028478,-5.051188,11,,-56.96
2026-07-30 12:33:26.183825+00,1943.0400,,727.3600,1215.6800,0.0000,0.000002,-0.028478,-5.051188,11,,-56.96
2026-07-30 14:30:09.7517+00,1924.8400,,305.5600,1619.2800,-18.2000,-0.009100,-0.037580,-5.051188,13,,-75.16
2026-07-30 16:00:08.709922+00,1923.3000,,523.9400,1399.3700,-1.5400,-0.000769,-0.038349,-5.051188,11,,-76.70
2026-07-30 17:00:33.283763+00,1929.4500,,523.9400,1405.5100,6.1500,0.003074,-0.035276,-5.051188,11,,-70.55
2026-07-30 18:00:06.103166+00,1928.8000,,523.9400,1404.8600,-0.6500,-0.000325,-0.035600,-5.051188,11,,-71.20
2026-07-30 19:35:01.795921+00,1935.9700,,523.9400,1412.0300,7.1700,0.003584,-0.032016,-5.051188,11,,-64.03
2026-07-30 19:53:44.674596+00,1931.4300,,447.3500,1484.0800,-4.5400,-0.002272,-0.034287,-5.051188,12,,-68.57
2026-07-30 20:30:06.794481+00,1931.5200,,447.3500,1484.1700,0.0900,0.000043,-0.034242,-5.051188,12,,-68.48
2026-07-30 22:01:49.302308+00,1931.5200,,447.3500,1484.1700,0.0000,-0.000002,-0.034242,-5.051188,12,,-68.48
2026-07-31 14:38:53.053063+00,1923.2200,,447.3500,1475.8700,-8.3000,-0.004152,-0.038392,-5.051188,12,,-76.78
2026-07-31 14:39:55.569368+00,1920.2600,,181.4600,1738.8000,-2.9600,-0.001478,-0.039868,-5.051188,14,,-79.74
2026-07-31 16:00:08.953729+00,1928.4300,,253.7600,1674.6800,8.1700,0.004086,-0.035784,-5.051188,13,,-71.57
2026-07-31 17:00:33.705897+00,1930.2900,,253.7600,1676.5300,1.8600,0.000929,-0.034856,-5.051188,13,,-69.71
2026-07-31 18:00:08.598804+00,1928.6600,,378.8000,1549.8600,-1.6300,-0.000813,-0.035668,-5.051188,12,,-71.34
2026-07-31 18:53:55.341976+00,1929.9500,,378.8000,1551.1500,1.2900,0.000646,-0.035024,-5.051188,12,,-70.05
2026-07-31 20:30:09.647398+00,1929.9300,,530.6500,1399.2800,-0.0200,-0.000008,-0.035033,-5.051188,10,,-70.07
2026-07-31 22:02:20.912428+00,1929.9300,,530.6500,1399.2800,0.0000,0.000002,-0.035033,-5.051188,10,,-70.07
2026-08-01 00:22:03.886837+00,1929.9300,,530.6500,1399.2800,0.0000,0.000002,-0.035033,-5.051188,10,,-70.07
2026-08-01 00:23:02.587856+00,1929.4000,,318.4400,1610.9600,-0.5300,-0.000263,-0.035298,-5.051188,11,,-70.60
2026-08-02 22:02:18.038248+00,1929.4000,,318.4400,1610.9600,0.0000,0.000002,-0.035298,-5.051188,11,,-70.60
2026-08-02 22:55:53.510184+00,1929.4000,,318.4400,1610.9600,0.0000,0.000002,-0.035298,-5.051188,11,,-70.60
2026-08-03 03:22:49.509242+00,1929.1200,,204.9500,1724.1700,-0.2800,-0.000139,-0.035439,-5.051188,13,,-70.88
2026-08-03 12:31:31.914063+00,1929.1200,,204.9500,1724.1700,0.0000,0.000001,-0.035439,-5.051188,13,,-70.88
2026-08-03 14:30:07.445+00,1932.1200,,204.9500,1727.1700,3.0000,0.001498,-0.033942,-5.051188,13,,-67.88
2026-08-03 16:00:06.746548+00,1931.0400,,204.9500,1726.0800,-1.0800,-0.000542,-0.034482,-5.051188,13,,-68.96
2026-08-03 17:00:31.996908+00,1926.6500,,204.9500,1721.7000,-4.3900,-0.002194,-0.036674,-5.051188,13,,-73.35
2026-08-03 17:43:11.004103+00,1927.9300,,204.9500,1722.9800,1.2800,0.000641,-0.036034,-5.051188,13,,-72.07
2026-08-03 17:45:41.236498+00,1927.4500,,347.9300,1579.5200,-0.4800,-0.000239,-0.036274,-5.051188,12,,-72.55
2026-08-03 18:00:06.59508+00,1928.3000,,347.9300,1580.3700,0.8500,0.000424,-0.035851,-5.051188,12,,-71.70
2026-08-03 20:30:07.022429+00,1928.9800,,347.9300,1581.0500,0.6800,0.000341,-0.035509,-5.051188,12,,-71.02
2026-08-03 22:00:43.254935+00,1928.9800,,347.9300,1581.0500,0.0000,0.000001,-0.035509,-5.051188,12,,-71.02
2026-08-04 12:30:46.58521+00,1928.9800,,347.9300,1581.0500,0.0000,0.000001,-0.035509,-5.051188,12,,-71.02
2026-08-04 13:06:40.893531+00,1928.9800,,347.9300,1581.0500,0.0000,0.000001,-0.035509,-5.051188,12,,-71.02
2026-08-04 13:07:28.501865+00,1928.9800,,347.9300,1581.0500,0.0000,0.000001,-0.035509,-5.051188,12,,-71.02
2026-08-04 13:31:00.865674+00,1917.0500,,347.9300,1569.1200,-11.9300,-0.005966,-0.041476,-5.051188,12,,-82.95
2026-08-04 13:31:53.447674+00,1925.5700,,347.9300,1577.6400,8.5200,0.004259,-0.037216,-5.051188,12,,-74.43
2026-08-04 14:30:09.551063+00,1915.8800,,688.4300,1227.4500,-9.6900,-0.004846,-0.042061,-5.051188,10,,-84.12
2026-08-04 16:00:05.758075+00,1923.6100,,688.4300,1235.1800,7.7300,0.003867,-0.038193,-5.051188,10,,-76.39
2026-08-04 17:00:37.505039+00,1931.4600,,688.4300,1243.0300,7.8500,0.003925,-0.034270,-5.051188,10,,-68.54
2026-08-04 18:00:05.686343+00,1932.1200,,688.4300,1243.6900,0.6600,0.000332,-0.033938,-5.051188,10,,-67.88
2026-08-04 20:30:05.6429+00,1926.9300,,688.4300,1238.5000,-5.1900,-0.002595,-0.036535,-5.051188,10,,-73.07
2026-08-04 21:54:50.377072+00,1926.9300,,688.4300,1238.5000,0.0000,0.000000,-0.036535,-5.051188,10,,-73.07
2026-08-04 21:56:01.934288+00,1926.9300,,688.4300,1238.5000,0.0000,0.000000,-0.036535,-5.051188,10,,-73.07
2026-08-04 22:00:52.080608+00,1926.5900,,552.1300,1374.4600,-0.3400,-0.000170,-0.036705,-5.051188,11,,-73.41
2026-08-05 12:31:59.75085+00,1926.5900,,552.1300,1374.4600,0.0000,0.000000,-0.036705,-5.051188,11,,-73.41
2026-08-05 14:30:07.687004+00,1921.6500,,332.6700,1588.9800,-4.9400,-0.002471,-0.039176,-5.051188,12,,-78.35
2026-08-05 16:00:07.387343+00,1911.9900,,533.7300,1378.2600,-9.6600,-0.004829,-0.044004,-5.051188,11,,-88.01
2026-08-05 17:00:33.609881+00,1916.0700,,533.7300,1382.3500,4.0800,0.002041,-0.041964,-5.051188,11,,-83.93
2026-08-05 18:00:08.351976+00,1918.8500,,588.0400,1330.8100,2.7800,0.001392,-0.040573,-5.051188,10,,-81.15
2026-08-05 20:00:38.631333+00,1915.8500,,588.0400,1327.8000,-3.0000,-0.001502,-0.042077,-5.051188,10,,-84.15
2026-08-05 20:01:20.283627+00,1915.8500,,588.0400,1327.8000,0.0000,-0.000002,-0.042077,-5.051188,10,,-84.15
2026-08-05 20:06:47.568283+00,1915.8500,,588.0400,1327.8000,0.0000,-0.000002,-0.042077,-5.051188,10,,-84.15
2026-08-05 20:30:06.234543+00,1915.8400,,588.0400,1327.8000,-0.0100,-0.000005,-0.042080,-5.051188,10,,-84.16
2026-08-05 22:01:14.738609+00,1915.8400,,588.0400,1327.8000,0.0000,0.000000,-0.042080,-5.051188,10,,-84.16
2026-08-06 12:32:01.797167+00,1915.8400,,588.0400,1327.8000,0.0000,0.000000,-0.042080,-5.051188,10,,-84.16
2026-08-06 12:39:51.742806+00,1915.8400,,588.0400,1327.8000,0.0000,0.000000,-0.042080,-5.051188,10,,-84.16
2026-08-06 14:30:06.877184+00,1914.8500,,433.1600,1481.6800,-0.9900,-0.000496,-0.042576,-5.051188,12,,-85.15
2026-08-06 16:00:06.884377+00,1906.2500,,433.1600,1473.0800,-8.6000,-0.004301,-0.046876,-5.051188,12,,-93.75
2026-08-06 17:00:33.727479+00,1908.8400,,433.1600,1475.6800,2.5900,0.001294,-0.045581,-5.051188,12,,-91.16
2026-08-06 18:00:06.686755+00,1905.8500,,433.1600,1472.6900,-2.9900,-0.001495,-0.047075,-5.051188,12,,-94.15
2026-08-06 19:26:49.1063+00,1905.3500,,433.1600,1472.1800,-0.5000,-0.000252,-0.047327,-5.051188,12,,-94.65
2026-08-06 19:31:06.946219+00,1900.4000,,433.1600,1467.2400,-4.9500,-0.002476,-0.049801,-5.051188,12,,-99.60
2026-08-06 20:23:58.76479+00,1904.5000,,433.1600,1471.3400,4.1000,0.002052,-0.047748,-5.051188,12,,-95.50
2026-08-06 20:30:06.772065+00,1904.5000,,433.1600,1471.3400,0.0000,0.000002,-0.047748,-5.051188,12,,-95.50
2026-08-06 21:08:12.25016+00,1904.5000,,433.1600,1471.3400,0.0000,0.000002,-0.047748,-5.051188,12,,-95.50
2026-08-06 22:01:08.993907+00,1904.5000,,433.1600,1471.3400,0.0000,0.000002,-0.047748,-5.051188,12,,-95.50
2026-08-07 12:31:49.670401+00,1904.5000,,433.1600,1471.3400,0.0000,0.000002,-0.047748,-5.051188,12,,-95.50
2026-08-07 14:30:07.355367+00,1906.5700,,376.6600,1529.9100,2.0700,0.001036,-0.046714,-5.051188,13,,-93.43
2026-08-07 16:00:07.437176+00,1909.0000,,376.6600,1532.3400,2.4300,0.001214,-0.045501,-5.051188,13,,-91.00
2026-08-07 17:00:34.073744+00,1913.0800,,376.6600,1536.4200,4.0800,0.002039,-0.043461,-5.051188,13,,-86.92
2026-08-07 17:32:37.198721+00,1914.7600,,376.6600,1538.1000,1.6800,0.000841,-0.042619,-5.051188,13,,-85.24
2026-08-07 17:33:54.790703+00,1914.8300,,324.1000,1590.7300,0.0700,0.000036,-0.042584,-5.051188,14,,-85.17
2026-08-07 18:00:07.130097+00,1914.4100,,324.1000,1590.3000,-0.4200,-0.000212,-0.042797,-5.051188,14,,-85.59
2026-08-07 20:30:07.065268+00,1917.3900,,324.1000,1593.2900,2.9800,0.001491,-0.041304,-5.051188,14,,-82.61
2026-08-07 22:00:35.648798+00,1917.3900,,324.1000,1593.2900,0.0000,0.000001,-0.041304,-5.051188,14,,-82.61
2026-08-08 05:00:50.0091+00,1917.3900,,324.1000,1593.2900,0.0000,0.000001,-0.041304,-5.051188,14,,-82.61
2026-08-08 07:32:40.758637+00,1917.2200,,254.0900,1663.1300,-0.1700,-0.000086,-0.041391,-5.051188,15,,-82.78
2026-08-08 10:27:07.852004+00,1917.2200,,254.0900,1663.1300,0.0000,-0.000001,-0.041391,-5.051188,15,,-82.78
2026-08-08 10:27:11.676273+00,1917.2200,,254.0900,1663.1300,0.0000,-0.000001,-0.041391,-5.051188,15,,-82.78
2026-08-09 22:00:34.610424+00,1917.2200,,254.0900,1663.1300,0.0000,-0.000001,-0.041391,-5.051188,15,,-82.78
2026-08-10 12:30:37.16753+00,1917.2200,,254.0900,1663.1300,0.0000,-0.000001,-0.041391,-5.051188,15,,-82.78
2026-08-10 14:30:08.043371+00,1921.4400,,254.0900,1667.3500,4.2200,0.002110,-0.039280,-5.051188,15,,-78.56
2026-08-10 16:00:08.01246+00,1923.1000,,254.0900,1669.0100,1.6600,0.000830,-0.038450,-5.051188,15,,-76.90
2026-08-10 17:00:34.780304+00,1922.2100,,254.0900,1668.1200,-0.8900,-0.000444,-0.038894,-5.051188,15,,-77.79
2026-08-10 18:00:09.230604+00,1919.4500,,343.3900,1576.0600,-2.7600,-0.001381,-0.040276,-5.051188,14,,-80.55
2026-08-10 20:30:09.171938+00,1917.1600,,411.3800,1505.7800,-2.2900,-0.001144,-0.041419,-5.051188,13,,-82.84
2026-08-10 22:01:49.618234+00,1917.1600,,411.3800,1505.7800,0.0000,0.000001,-0.041419,-5.051188,13,,-82.84
2026-08-10 22:47:11.76805+00,1917.1600,,411.3800,1505.7800,0.0000,0.000001,-0.041419,-5.051188,13,,-82.84
2026-08-10 22:48:28.172661+00,1916.7800,,258.9800,1657.8000,-0.3800,-0.000189,-0.041609,-5.051188,14,,-83.22
2026-08-11 12:32:51.924024+00,1916.7800,,258.9800,1657.8000,0.0000,0.000001,-0.041609,-5.051188,14,,-83.22
2026-08-11 14:30:08.72377+00,1915.7400,,40.0000,1875.7500,-1.0400,-0.000518,-0.042128,-5.051188,16,,-84.26
2026-08-11 16:00:11.28581+00,1911.2100,,399.8300,1511.3700,-4.5300,-0.002265,-0.044395,-5.051188,14,,-88.79
2026-08-11 17:00:35.549546+00,1909.2500,,399.8300,1509.4200,-1.9600,-0.000978,-0.045373,-5.051188,14,,-90.75
2026-08-11 18:00:07.745771+00,1907.7200,,399.8300,1507.8800,-1.5300,-0.000766,-0.046141,-5.051188,14,,-92.28
2026-08-11 18:40:37.809542+00,1908.8800,,399.8300,1509.0400,1.1600,0.000578,-0.045562,-5.051188,14,,-91.12
2026-08-11 20:30:07.846201+00,1909.8600,,399.8300,1510.0300,0.9800,0.000492,-0.045068,-5.051188,14,,-90.14
2026-08-11 22:00:37.256577+00,1909.8600,,399.8300,1510.0300,0.0000,0.000002,-0.045068,-5.051188,14,,-90.14
2026-08-12 12:31:11.575412+00,1909.8600,,399.8300,1510.0300,0.0000,0.000002,-0.045068,-5.051188,14,,-90.14
2026-08-12 12:36:17.69132+00,1909.3000,,174.9100,1734.3900,-0.5600,-0.000278,-0.045348,-5.051188,15,,-90.70
2026-08-12 14:30:09.891031+00,1903.3300,,458.9100,1444.4200,-5.9700,-0.002984,-0.048334,-5.051188,13,,-96.67
2026-08-12 16:00:07.349817+00,1905.9700,,458.9100,1447.0500,2.6400,0.001318,-0.047017,-5.051188,13,,-94.03
2026-08-12 17:00:32.19523+00,1907.6300,,458.9100,1448.7200,1.6600,0.000831,-0.046184,-5.051188,13,,-92.37
2026-08-12 18:00:06.825342+00,1910.3900,,458.9100,1451.4700,2.7600,0.001379,-0.044806,-5.051188,13,,-89.61
2026-08-12 20:30:08.017931+00,1914.7800,,458.7700,1456.0100,4.3900,0.002193,-0.042612,-5.051188,13,,-85.22
2026-08-12 22:00:39.081288+00,1914.7800,,458.7700,1456.0100,0.0000,-0.000002,-0.042612,-5.051188,13,,-85.22
