time,total_value_usd,total_value_krw,cash_usd,invested_usd,daily_pnl_usd,daily_return,cumulative_return,max_drawdown,open_positions,exchange_rate,trading_pnl
2026-08-13 12:31:12.022746+00,1914.7800,,458.7700,1456.0100,0.0000,-0.000002,-0.042612,-5.051188,13,,-85.22
2026-08-13 12:37:01.81788+00,1914.7800,,458.7700,1456.0100,0.0000,-0.000002,-0.042612,-5.051188,13,,-85.22
2026-08-13 14:30:10.524661+00,1923.5500,,435.0000,1488.5500,8.7700,0.004386,-0.038224,-5.051188,13,,-76.45
2026-08-13 16:00:10.01587+00,1911.2600,,616.6100,1294.6600,-12.2900,-0.006144,-0.044369,-5.051188,11,,-88.74
2026-08-13 17:01:07.005968+00,1912.2100,,616.6100,1295.6000,0.9500,0.000473,-0.043897,-5.051188,11,,-87.79
2026-08-13 18:00:07.300907+00,1911.8300,,683.5200,1228.3100,-0.3800,-0.000190,-0.044085,-5.051188,10,,-88.17
2026-08-13 19:42:21.187513+00,1914.6000,,683.5200,1231.0800,2.7700,0.001387,-0.042698,-5.051188,10,,-85.40
2026-08-13 19:42:57.388231+00,1913.5700,,622.9200,1290.6500,-1.0300,-0.000516,-0.043216,-5.051188,11,,-86.43
2026-08-13 20:30:08.911062+00,1915.8500,,685.3600,1230.4900,2.2800,0.001141,-0.042074,-5.051188,10,,-84.15
2026-08-13 22:01:11.068558+00,1915.8500,,685.3600,1230.4900,0.0000,0.000001,-0.042074,-5.051188,10,,-84.15
2026-08-13 23:00:18.562044+00,1915.8500,,685.3600,1230.4900,0.0000,0.000001,-0.042074,-5.051188,10,,-84.15
2026-08-14 11:03:18.307825+00,1897.7000,,622.6100,1275.0900,-18.1600,-0.009078,-0.051153,-5.051188,11,,-102.31
2026-08-14 11:08:37.735995+00,1897.7000,,622.6100,1275.0900,0.0000,0.000002,-0.051153,-5.051188,11,,-102.31
2026-08-14 11:09:03.753934+00,1897.7000,,622.6100,1275.0900,0.0000,0.000002,-0.051153,-5.051188,11,,-102.31
2026-08-17 22:44:40.594777+00,1916.4400,,622.6100,1293.8300,18.7500,0.009373,-0.041782,-5.051188,11,,-83.56
2026-08-17 23:00:57.421852+00,1916.4400,,622.6100,1293.8300,0.0000,-0.000002,-0.041782,-5.051188,11,,-83.56
2026-08-17 23:04:19.467211+00,1894.8600,,622.6100,1272.2500,-21.5800,-0.010792,-0.052572,-5.051188,11,,-105.14
